idg,pid,gender,variable,value
19,445.0,H,Intelligent,6.0
9,445.0,H,Intelligent,7.0
17,445.0,H,Intelligent,9.0
19,446.0,H,Intelligent,8.0
17,446.0,H,Intelligent,7.0
9,446.0,H,Intelligent,9.0
17,447.0,H,Intelligent,6.0
19,447.0,H,Intelligent,6.0
9,447.0,H,Intelligent,8.0
19,448.0,H,Intelligent,7.0
9,448.0,H,Intelligent,7.0
17,448.0,H,Intelligent,
19,449.0,H,Intelligent,7.0
17,449.0,H,Intelligent,8.0
9,449.0,H,Intelligent,7.0
9,450.0,H,Intelligent,8.0
17,450.0,H,Intelligent,7.0
19,450.0,H,Intelligent,7.0
9,451.0,H,Intelligent,5.0
19,451.0,H,Intelligent,5.0
17,451.0,H,Intelligent,5.0
17,452.0,H,Intelligent,5.0
9,452.0,H,Intelligent,7.0
19,452.0,H,Intelligent,7.0
17,453.0,H,Intelligent,6.0
19,453.0,H,Intelligent,5.0
9,453.0,H,Intelligent,5.0
24,466.0,F,Intelligent,8.0
24,467.0,F,Intelligent,10.0
24,468.0,F,Intelligent,8.0
24,469.0,F,Intelligent,8.0
24,470.0,F,Intelligent,4.0
24,471.0,F,Intelligent,7.0
24,472.0,F,Intelligent,10.0
24,473.0,F,Intelligent,10.0
24,474.0,F,Intelligent,7.0
24,475.0,F,Intelligent,5.0
24,476.0,F,Intelligent,7.0
24,477.0,F,Intelligent,8.0
24,478.0,F,Intelligent,9.0
24,479.0,F,Intelligent,8.0
24,480.0,F,Intelligent,9.0
7,481.0,H,Intelligent,7.0
5,481.0,H,Intelligent,8.0
5,482.0,H,Intelligent,7.0
7,482.0,H,Intelligent,6.0
7,483.0,H,Intelligent,10.0
5,483.0,H,Intelligent,10.0
5,484.0,H,Intelligent,9.0
7,484.0,H,Intelligent,9.0
5,485.0,H,Intelligent,10.0
7,485.0,H,Intelligent,10.0
5,486.0,H,Intelligent,7.0
7,486.0,H,Intelligent,6.0
7,487.0,H,Intelligent,7.0
5,487.0,H,Intelligent,8.0
7,488.0,H,Intelligent,8.0
5,488.0,H,Intelligent,8.0
5,489.0,H,Intelligent,9.0
7,489.0,H,Intelligent,8.0
7,490.0,H,Intelligent,8.0
5,490.0,H,Intelligent,7.0
5,491.0,H,Intelligent,8.0
7,491.0,H,Intelligent,6.0
7,492.0,H,Intelligent,10.0
5,492.0,H,Intelligent,10.0
7,493.0,H,Intelligent,9.0
5,493.0,H,Intelligent,10.0
5,494.0,H,Intelligent,9.0
7,494.0,H,Intelligent,8.0
5,495.0,H,Intelligent,7.0
7,495.0,H,Intelligent,6.0
30,509.0,F,Intelligent,6.0
32,509.0,F,Intelligent,6.0
14,509.0,F,Intelligent,5.0
32,510.0,F,Intelligent,8.0
14,510.0,F,Intelligent,
30,510.0,F,Intelligent,
32,511.0,F,Intelligent,6.0
14,511.0,F,Intelligent,7.0
30,511.0,F,Intelligent,
14,512.0,F,Intelligent,8.0
32,512.0,F,Intelligent,8.0
30,512.0,F,Intelligent,8.0
30,513.0,F,Intelligent,7.0
14,513.0,F,Intelligent,7.0
32,513.0,F,Intelligent,7.0
14,514.0,F,Intelligent,6.0
32,514.0,F,Intelligent,9.0
30,514.0,F,Intelligent,
30,515.0,F,Intelligent,
32,515.0,F,Intelligent,7.0
14,515.0,F,Intelligent,8.0
30,516.0,F,Intelligent,
32,516.0,F,Intelligent,8.0
14,516.0,F,Intelligent,8.0
14,517.0,F,Intelligent,6.0
32,517.0,F,Intelligent,7.0
30,517.0,F,Intelligent,5.0
14,518.0,F,Intelligent,6.0
30,518.0,F,Intelligent,4.0
32,518.0,F,Intelligent,7.0
14,519.0,F,Intelligent,6.0
32,519.0,F,Intelligent,8.0
30,519.0,F,Intelligent,7.0
32,520.0,F,Intelligent,
14,520.0,F,Intelligent,8.0
30,520.0,F,Intelligent,6.0
14,521.0,F,Intelligent,8.0
30,521.0,F,Intelligent,7.0
32,521.0,F,Intelligent,8.0
14,522.0,F,Intelligent,9.0
32,522.0,F,Intelligent,9.0
30,522.0,F,Intelligent,8.0
14,523.0,F,Intelligent,6.0
32,523.0,F,Intelligent,7.0
30,523.0,F,Intelligent,4.0
30,524.0,F,Intelligent,
32,524.0,F,Intelligent,9.0
14,524.0,F,Intelligent,7.0
30,525.0,F,Intelligent,
32,525.0,F,Intelligent,8.0
14,525.0,F,Intelligent,8.0
30,526.0,F,Intelligent,
32,526.0,F,Intelligent,8.0
14,526.0,F,Intelligent,7.0
30,527.0,F,Intelligent,
14,527.0,F,Intelligent,8.0
32,527.0,F,Intelligent,8.0
14,528.0,F,Intelligent,2.0
30,528.0,F,Intelligent,5.0
32,528.0,F,Intelligent,2.0
14,529.0,F,Intelligent,6.0
30,529.0,F,Intelligent,5.0
32,529.0,F,Intelligent,7.0
30,530.0,F,Intelligent,7.0
14,530.0,F,Intelligent,7.0
32,530.0,F,Intelligent,8.0
31,531.0,H,Intelligent,10.0
3,531.0,H,Intelligent,5.0
35,531.0,H,Intelligent,10.0
25,531.0,H,Intelligent,10.0
31,532.0,H,Intelligent,8.0
35,532.0,H,Intelligent,8.0
3,532.0,H,Intelligent,7.0
25,532.0,H,Intelligent,7.0
35,533.0,H,Intelligent,7.0
3,533.0,H,Intelligent,10.0
31,533.0,H,Intelligent,8.0
25,533.0,H,Intelligent,7.0
31,534.0,H,Intelligent,9.0
3,534.0,H,Intelligent,8.0
35,534.0,H,Intelligent,7.0
25,534.0,H,Intelligent,8.0
3,535.0,H,Intelligent,7.0
25,535.0,H,Intelligent,7.0
31,535.0,H,Intelligent,7.0
35,535.0,H,Intelligent,5.0
25,536.0,H,Intelligent,8.0
31,536.0,H,Intelligent,9.0
3,536.0,H,Intelligent,9.0
35,536.0,H,Intelligent,4.0
3,537.0,H,Intelligent,
31,537.0,H,Intelligent,9.0
25,537.0,H,Intelligent,7.0
35,537.0,H,Intelligent,7.0
31,538.0,H,Intelligent,6.0
3,538.0,H,Intelligent,5.0
25,538.0,H,Intelligent,6.0
35,538.0,H,Intelligent,5.0
31,539.0,H,Intelligent,8.0
35,539.0,H,Intelligent,9.0
3,539.0,H,Intelligent,6.0
25,539.0,H,Intelligent,8.0
3,540.0,H,Intelligent,8.0
25,540.0,H,Intelligent,7.0
35,540.0,H,Intelligent,5.0
31,540.0,H,Intelligent,7.0
25,541.0,H,Intelligent,10.0
31,541.0,H,Intelligent,9.0
3,541.0,H,Intelligent,10.0
35,541.0,H,Intelligent,8.0
31,542.0,H,Intelligent,7.0
3,542.0,H,Intelligent,10.0
25,542.0,H,Intelligent,6.0
35,542.0,H,Intelligent,7.0
25,543.0,H,Intelligent,8.0
31,543.0,H,Intelligent,9.0
35,543.0,H,Intelligent,8.0
3,543.0,H,Intelligent,8.0
25,544.0,H,Intelligent,8.0
31,544.0,H,Intelligent,7.0
3,544.0,H,Intelligent,7.0
35,544.0,H,Intelligent,6.0
35,545.0,H,Intelligent,
3,545.0,H,Intelligent,
31,545.0,H,Intelligent,
25,545.0,H,Intelligent,7.0
31,546.0,H,Intelligent,6.0
3,546.0,H,Intelligent,8.0
25,546.0,H,Intelligent,6.0
35,546.0,H,Intelligent,4.0
25,547.0,H,Intelligent,6.0
35,547.0,H,Intelligent,7.0
31,547.0,H,Intelligent,8.0
3,547.0,H,Intelligent,6.0
25,548.0,H,Intelligent,8.0
31,548.0,H,Intelligent,7.0
3,548.0,H,Intelligent,8.0
35,548.0,H,Intelligent,3.0
25,549.0,H,Intelligent,8.0
3,549.0,H,Intelligent,9.0
31,549.0,H,Intelligent,10.0
35,549.0,H,Intelligent,7.0
35,550.0,H,Intelligent,6.0
31,550.0,H,Intelligent,6.0
25,550.0,H,Intelligent,6.0
3,550.0,H,Intelligent,5.0
35,551.0,H,Intelligent,7.0
31,551.0,H,Intelligent,7.0
25,551.0,H,Intelligent,8.0
3,551.0,H,Intelligent,9.0
35,552.0,H,Intelligent,5.0
31,552.0,H,Intelligent,8.0
25,552.0,H,Intelligent,6.0
3,552.0,H,Intelligent,9.0
2,,F,Intelligent,
10,,F,Intelligent,
8,56.0,F,Fun,5.0
8,57.0,F,Fun,8.0
8,58.0,F,Fun,9.0
8,59.0,F,Fun,6.0
8,60.0,F,Fun,9.0
8,61.0,F,Fun,8.0
8,62.0,F,Fun,8.0
8,63.0,F,Fun,5.0
8,64.0,F,Fun,6.0
8,65.0,F,Fun,7.0
11,66.0,H,Fun,5.0
11,67.0,H,Fun,4.0
11,68.0,H,Fun,5.0
11,69.0,H,Fun,4.0
11,70.0,H,Fun,7.0
11,71.0,H,Fun,7.0
11,72.0,H,Fun,5.0
11,73.0,H,Fun,3.0
11,74.0,H,Fun,7.0
11,75.0,H,Fun,6.0
8,76.0,F,Fun,8.0
30,76.0,F,Fun,5.0
10,76.0,F,Fun,2.0
26,76.0,F,Fun,6.0
18,76.0,F,Fun,1.0
24,76.0,F,Fun,8.0
24,77.0,F,Fun,10.0
30,77.0,F,Fun,9.0
10,77.0,F,Fun,6.0
8,77.0,F,Fun,7.0
26,77.0,F,Fun,5.0
18,77.0,F,Fun,7.0
26,78.0,F,Fun,
24,78.0,F,Fun,7.0
18,78.0,F,Fun,
30,78.0,F,Fun,2.0
8,78.0,F,Fun,
10,78.0,F,Fun,2.0
10,79.0,F,Fun,2.0
30,79.0,F,Fun,6.0
8,79.0,F,Fun,7.0
24,79.0,F,Fun,6.0
26,79.0,F,Fun,5.0
18,79.0,F,Fun,2.0
8,80.0,F,Fun,8.0
18,80.0,F,Fun,8.0
26,80.0,F,Fun,8.0
24,80.0,F,Fun,9.0
10,80.0,F,Fun,6.0
30,80.0,F,Fun,8.0
26,81.0,F,Fun,9.0
24,81.0,F,Fun,8.0
8,81.0,F,Fun,8.0
10,81.0,F,Fun,4.0
30,81.0,F,Fun,8.0
18,81.0,F,Fun,1.0
26,82.0,F,Fun,8.0
24,82.0,F,Fun,10.0
18,82.0,F,Fun,6.0
10,82.0,F,Fun,7.0
30,82.0,F,Fun,10.0
8,82.0,F,Fun,7.0
24,83.0,F,Fun,8.0
26,83.0,F,Fun,8.0
30,83.0,F,Fun,6.0
18,83.0,F,Fun,6.0
8,83.0,F,Fun,7.0
10,83.0,F,Fun,4.0
26,84.0,F,Fun,6.0
8,84.0,F,Fun,4.0
24,84.0,F,Fun,8.0
30,84.0,F,Fun,7.0
18,84.0,F,Fun,3.0
10,84.0,F,Fun,2.0
24,85.0,F,Fun,6.0
10,85.0,F,Fun,1.0
26,85.0,F,Fun,6.0
30,85.0,F,Fun,4.0
18,85.0,F,Fun,6.0
8,85.0,F,Fun,7.0
8,86.0,F,Fun,7.0
10,86.0,F,Fun,5.0
30,86.0,F,Fun,7.0
18,86.0,F,Fun,5.0
24,86.0,F,Fun,8.0
26,86.0,F,Fun,7.0
18,87.0,F,Fun,5.0
8,87.0,F,Fun,6.0
26,87.0,F,Fun,4.0
10,87.0,F,Fun,5.0
24,87.0,F,Fun,7.0
30,87.0,F,Fun,6.0
18,88.0,F,Fun,1.0
10,88.0,F,Fun,3.0
30,88.0,F,Fun,5.0
26,88.0,F,Fun,2.0
8,88.0,F,Fun,7.0
24,88.0,F,Fun,10.0
24,89.0,F,Fun,7.0
8,89.0,F,Fun,8.0
10,89.0,F,Fun,6.0
18,89.0,F,Fun,6.0
30,89.0,F,Fun,10.0
26,89.0,F,Fun,9.0
30,90.0,F,Fun,6.0
10,90.0,F,Fun,5.0
24,90.0,F,Fun,7.0
8,90.0,F,Fun,7.0
18,90.0,F,Fun,5.0
26,90.0,F,Fun,8.0
18,91.0,F,Fun,6.0
10,91.0,F,Fun,5.0
26,91.0,F,Fun,7.0
24,91.0,F,Fun,10.0
30,91.0,F,Fun,7.0
8,91.0,F,Fun,6.0
26,92.0,F,Fun,8.0
8,92.0,F,Fun,8.0
18,92.0,F,Fun,7.0
10,92.0,F,Fun,3.0
24,92.0,F,Fun,9.0
30,92.0,F,Fun,9.0
8,93.0,F,Fun,8.0
10,93.0,F,Fun,6.0
26,93.0,F,Fun,7.0
30,93.0,F,Fun,7.0
24,93.0,F,Fun,7.0
18,93.0,F,Fun,6.0
3,94.0,H,Fun,7.0
5,94.0,H,Fun,6.0
17,94.0,H,Fun,6.0
33,94.0,H,Fun,6.0
1,94.0,H,Fun,7.0
35,94.0,H,Fun,8.0
11,94.0,H,Fun,8.0
5,95.0,H,Fun,4.0
1,95.0,H,Fun,8.0
35,95.0,H,Fun,8.0
11,95.0,H,Fun,8.0
17,95.0,H,Fun,6.0
3,95.0,H,Fun,6.0
33,95.0,H,Fun,7.0
17,96.0,H,Fun,8.0
35,96.0,H,Fun,8.0
33,96.0,H,Fun,6.0
1,96.0,H,Fun,8.0
3,96.0,H,Fun,6.0
11,96.0,H,Fun,8.0
5,96.0,H,Fun,6.0
11,97.0,H,Fun,7.0
17,97.0,H,Fun,7.0
35,97.0,H,Fun,8.0
33,97.0,H,Fun,6.0
1,97.0,H,Fun,7.0
3,97.0,H,Fun,9.0
5,97.0,H,Fun,7.0
3,98.0,H,Fun,
1,98.0,H,Fun,
5,98.0,H,Fun,
35,98.0,H,Fun,
33,98.0,H,Fun,
17,98.0,H,Fun,
11,98.0,H,Fun,
33,99.0,H,Fun,5.0
11,99.0,H,Fun,5.0
1,99.0,H,Fun,5.0
17,99.0,H,Fun,7.0
3,99.0,H,Fun,8.0
35,99.0,H,Fun,5.0
5,99.0,H,Fun,4.0
3,100.0,H,Fun,5.0
33,100.0,H,Fun,7.0
5,100.0,H,Fun,7.0
1,100.0,H,Fun,7.0
11,100.0,H,Fun,9.0
35,100.0,H,Fun,10.0
17,100.0,H,Fun,8.0
17,101.0,H,Fun,7.0
11,101.0,H,Fun,7.0
3,101.0,H,Fun,5.0
5,101.0,H,Fun,5.0
1,101.0,H,Fun,8.0
35,101.0,H,Fun,8.0
33,101.0,H,Fun,7.0
35,102.0,H,Fun,6.0
17,102.0,H,Fun,5.0
11,102.0,H,Fun,8.0
5,102.0,H,Fun,3.0
3,102.0,H,Fun,6.0
33,102.0,H,Fun,6.0
1,102.0,H,Fun,10.0
33,103.0,H,Fun,6.0
3,103.0,H,Fun,7.0
5,103.0,H,Fun,6.0
11,103.0,H,Fun,8.0
35,103.0,H,Fun,8.0
17,103.0,H,Fun,8.0
1,103.0,H,Fun,7.0
3,104.0,H,Fun,6.0
35,104.0,H,Fun,8.0
5,104.0,H,Fun,6.0
11,104.0,H,Fun,7.0
33,104.0,H,Fun,6.0
17,104.0,H,Fun,6.0
1,104.0,H,Fun,6.0
3,105.0,H,Fun,8.0
33,105.0,H,Fun,7.0
35,105.0,H,Fun,7.0
11,105.0,H,Fun,8.0
1,105.0,H,Fun,9.0
5,105.0,H,Fun,6.0
17,105.0,H,Fun,8.0
11,106.0,H,Fun,3.0
1,106.0,H,Fun,8.0
35,106.0,H,Fun,8.0
17,106.0,H,Fun,8.0
3,106.0,H,Fun,6.0
33,106.0,H,Fun,4.0
5,106.0,H,Fun,8.0
11,107.0,H,Fun,9.0
35,107.0,H,Fun,9.5
3,107.0,H,Fun,8.0
1,107.0,H,Fun,9.0
5,107.0,H,Fun,5.0
33,107.0,H,Fun,9.0
17,107.0,H,Fun,6.5
11,108.0,H,Fun,7.0
5,108.0,H,Fun,5.0
17,108.0,H,Fun,8.0
3,108.0,H,Fun,6.0
33,108.0,H,Fun,6.0
35,108.0,H,Fun,7.0
1,108.0,H,Fun,7.0
33,109.0,H,Fun,6.0
35,109.0,H,Fun,7.0
5,109.0,H,Fun,8.0
11,109.0,H,Fun,6.0
17,109.0,H,Fun,8.0
3,109.0,H,Fun,7.0
1,109.0,H,Fun,8.0
3,110.0,H,Fun,6.0
1,110.0,H,Fun,8.0
35,110.0,H,Fun,7.0
5,110.0,H,Fun,4.0
17,110.0,H,Fun,6.0
11,110.0,H,Fun,5.0
33,110.0,H,Fun,8.0
33,111.0,H,Fun,3.0
35,111.0,H,Fun,5.0
5,111.0,H,Fun,2.0
1,111.0,H,Fun,8.0
11,111.0,H,Fun,6.0
3,111.0,H,Fun,5.0
17,111.0,H,Fun,5.0
10,112.0,F,Fun,6.0
2,112.0,F,Fun,9.0
10,113.0,F,Fun,7.0
2,113.0,F,Fun,10.0
2,114.0,F,Fun,7.0
10,114.0,F,Fun,5.0
2,115.0,F,Fun,10.0
10,115.0,F,Fun,8.0
10,116.0,F,Fun,7.0
2,116.0,F,Fun,10.0
2,117.0,F,Fun,10.0
10,117.0,F,Fun,7.0
10,119.0,F,Fun,7.0
2,119.0,F,Fun,5.0
2,120.0,F,Fun,8.0
10,120.0,F,Fun,7.0
2,121.0,F,Fun,7.0
10,121.0,F,Fun,7.0
9,122.0,H,Fun,10.0
3,122.0,H,Fun,10.0
3,123.0,H,Fun,4.0
9,123.0,H,Fun,4.0
9,124.0,H,Fun,2.0
3,124.0,H,Fun,5.0
3,125.0,H,Fun,7.0
9,125.0,H,Fun,10.0
3,126.0,H,Fun,9.0
9,126.0,H,Fun,9.0
9,127.0,H,Fun,7.0
3,127.0,H,Fun,5.0
9,128.0,H,Fun,7.0
3,128.0,H,Fun,8.0
9,129.0,H,Fun,8.0
3,129.0,H,Fun,7.0
9,130.0,H,Fun,1.0
3,130.0,H,Fun,6.0
9,131.0,H,Fun,5.0
3,131.0,H,Fun,5.0
7,137.0,H,Fun,7.0
7,138.0,H,Fun,1.0
7,139.0,H,Fun,6.0
7,140.0,H,Fun,7.0
7,141.0,H,Fun,8.0
16,142.0,F,Fun,6.0
28,142.0,F,Fun,5.0
12,142.0,F,Fun,8.0
18,142.0,F,Fun,8.0
18,143.0,F,Fun,8.0
28,143.0,F,Fun,7.0
12,143.0,F,Fun,8.0
16,143.0,F,Fun,10.0
16,144.0,F,Fun,5.0
18,144.0,F,Fun,7.0
28,144.0,F,Fun,7.0
12,144.0,F,Fun,8.0
18,145.0,F,Fun,7.0
16,145.0,F,Fun,7.0
28,145.0,F,Fun,7.0
12,145.0,F,Fun,7.0
18,146.0,F,Fun,6.0
16,146.0,F,Fun,
28,146.0,F,Fun,7.0
12,146.0,F,Fun,8.0
16,147.0,F,Fun,5.0
18,147.0,F,Fun,6.0
12,147.0,F,Fun,7.0
28,147.0,F,Fun,4.0
16,148.0,F,Fun,1.0
18,148.0,F,Fun,5.0
28,148.0,F,Fun,7.0
12,148.0,F,Fun,8.0
18,149.0,F,Fun,3.0
28,149.0,F,Fun,6.0
12,149.0,F,Fun,4.0
16,149.0,F,Fun,4.0
18,150.0,F,Fun,5.0
28,150.0,F,Fun,6.0
16,150.0,F,Fun,7.0
12,150.0,F,Fun,8.0
16,151.0,F,Fun,4.0
28,151.0,F,Fun,5.0
12,151.0,F,Fun,8.0
18,151.0,F,Fun,6.0
28,152.0,F,Fun,8.0
12,152.0,F,Fun,7.0
18,152.0,F,Fun,5.0
16,152.0,F,Fun,8.0
12,153.0,F,Fun,8.0
28,153.0,F,Fun,7.0
16,153.0,F,Fun,5.0
18,153.0,F,Fun,4.0
28,154.0,F,Fun,8.0
12,154.0,F,Fun,9.0
18,154.0,F,Fun,9.0
16,154.0,F,Fun,5.0
28,155.0,F,Fun,4.0
12,155.0,F,Fun,6.0
18,155.0,F,Fun,6.0
16,155.0,F,Fun,6.0
18,156.0,F,Fun,9.0
16,156.0,F,Fun,7.0
12,156.0,F,Fun,7.0
28,156.0,F,Fun,2.0
18,157.0,F,Fun,7.0
16,157.0,F,Fun,4.0
12,157.0,F,Fun,5.0
28,157.0,F,Fun,6.0
11,158.0,H,Fun,9.0
15,158.0,H,Fun,8.0
17,158.0,H,Fun,7.0
19,158.0,H,Fun,9.0
25,158.0,H,Fun,8.0
23,158.0,H,Fun,6.0
11,159.0,H,Fun,6.0
25,159.0,H,Fun,7.0
15,159.0,H,Fun,7.0
17,159.0,H,Fun,8.0
23,159.0,H,Fun,6.0
19,159.0,H,Fun,7.0
19,160.0,H,Fun,8.0
17,160.0,H,Fun,8.0
25,160.0,H,Fun,7.0
15,160.0,H,Fun,6.0
23,160.0,H,Fun,6.0
11,160.0,H,Fun,8.0
19,161.0,H,Fun,9.0
23,161.0,H,Fun,6.0
17,161.0,H,Fun,8.0
11,161.0,H,Fun,10.0
25,161.0,H,Fun,9.0
15,161.0,H,Fun,5.0
23,162.0,H,Fun,3.0
15,162.0,H,Fun,7.0
17,162.0,H,Fun,5.0
11,162.0,H,Fun,8.0
19,162.0,H,Fun,7.0
25,162.0,H,Fun,6.0
19,163.0,H,Fun,7.0
17,163.0,H,Fun,8.0
15,163.0,H,Fun,7.0
11,163.0,H,Fun,8.0
23,163.0,H,Fun,8.0
25,163.0,H,Fun,8.0
11,164.0,H,Fun,8.0
17,164.0,H,Fun,9.0
25,164.0,H,Fun,
19,164.0,H,Fun,9.0
23,164.0,H,Fun,6.0
15,164.0,H,Fun,6.0
19,165.0,H,Fun,10.0
25,165.0,H,Fun,8.0
11,165.0,H,Fun,10.0
15,165.0,H,Fun,7.0
23,165.0,H,Fun,6.0
17,165.0,H,Fun,8.0
17,166.0,H,Fun,8.0
15,166.0,H,Fun,7.0
25,166.0,H,Fun,7.0
23,166.0,H,Fun,4.0
11,166.0,H,Fun,9.0
19,166.0,H,Fun,8.0
25,167.0,H,Fun,6.0
11,167.0,H,Fun,8.0
23,167.0,H,Fun,5.0
15,167.0,H,Fun,5.0
19,167.0,H,Fun,4.0
17,167.0,H,Fun,7.0
19,168.0,H,Fun,7.0
23,168.0,H,Fun,6.0
25,168.0,H,Fun,8.0
11,168.0,H,Fun,7.0
15,168.0,H,Fun,6.0
17,168.0,H,Fun,7.0
17,169.0,H,Fun,7.0
19,169.0,H,Fun,9.0
11,169.0,H,Fun,9.0
15,169.0,H,Fun,8.0
23,169.0,H,Fun,7.0
25,169.0,H,Fun,9.0
15,170.0,H,Fun,6.0
23,170.0,H,Fun,6.0
17,170.0,H,Fun,7.0
11,170.0,H,Fun,6.0
25,170.0,H,Fun,5.0
19,170.0,H,Fun,8.0
25,171.0,H,Fun,8.0
11,171.0,H,Fun,9.0
15,171.0,H,Fun,6.0
17,171.0,H,Fun,7.0
19,171.0,H,Fun,8.0
23,171.0,H,Fun,6.0
17,172.0,H,Fun,4.0
23,172.0,H,Fun,2.0
15,172.0,H,Fun,5.0
25,172.0,H,Fun,5.0
11,172.0,H,Fun,7.0
19,172.0,H,Fun,6.0
23,173.0,H,Fun,5.0
25,173.0,H,Fun,7.0
17,173.0,H,Fun,7.0
15,173.0,H,Fun,8.0
11,173.0,H,Fun,6.0
19,173.0,H,Fun,8.0
6,174.0,F,Fun,6.0
2,174.0,F,Fun,6.0
6,175.0,F,Fun,7.0
2,175.0,F,Fun,7.0
6,176.0,F,Fun,6.0
2,176.0,F,Fun,6.0
2,177.0,F,Fun,5.0
6,177.0,F,Fun,2.0
6,178.0,F,Fun,5.0
2,178.0,F,Fun,5.0
6,179.0,F,Fun,6.0
2,179.0,F,Fun,4.0
2,180.0,F,Fun,8.0
6,180.0,F,Fun,5.0
6,181.0,F,Fun,7.0
2,181.0,F,Fun,9.0
6,182.0,F,Fun,9.0
2,182.0,F,Fun,8.0
2,183.0,F,Fun,7.0
6,183.0,F,Fun,7.0
13,184.0,H,Fun,8.0
13,185.0,H,Fun,8.0
13,186.0,H,Fun,
13,187.0,H,Fun,7.0
13,188.0,H,Fun,8.0
13,189.0,H,Fun,6.0
13,190.0,H,Fun,7.0
13,191.0,H,Fun,7.0
13,192.0,H,Fun,8.0
13,193.0,H,Fun,6.0
26,194.0,F,Fun,8.0
26,195.0,F,Fun,8.0
26,196.0,F,Fun,5.0
26,197.0,F,Fun,8.0
26,198.0,F,Fun,6.0
26,199.0,F,Fun,8.0
26,200.0,F,Fun,7.0
26,201.0,F,Fun,
26,202.0,F,Fun,9.0
26,203.0,F,Fun,10.0
26,204.0,F,Fun,9.0
26,205.0,F,Fun,4.0
26,206.0,F,Fun,7.0
26,207.0,F,Fun,10.0
26,208.0,F,Fun,9.0
26,209.0,F,Fun,
26,210.0,F,Fun,10.0
26,211.0,F,Fun,9.0
26,212.0,F,Fun,7.0
26,213.0,F,Fun,8.0
3,214.0,H,Fun,7.0
11,214.0,H,Fun,6.0
17,214.0,H,Fun,9.0
37,214.0,H,Fun,8.0
25,214.0,H,Fun,5.0
37,215.0,H,Fun,7.0
25,215.0,H,Fun,7.0
17,215.0,H,Fun,5.0
3,215.0,H,Fun,9.0
11,215.0,H,Fun,5.0
11,216.0,H,Fun,6.0
37,216.0,H,Fun,9.0
17,216.0,H,Fun,9.0
3,216.0,H,Fun,8.0
25,216.0,H,Fun,7.0
25,217.0,H,Fun,5.0
3,217.0,H,Fun,4.0
37,217.0,H,Fun,8.0
17,217.0,H,Fun,6.0
11,217.0,H,Fun,5.0
3,218.0,H,Fun,5.0
37,218.0,H,Fun,6.0
17,218.0,H,Fun,5.0
11,218.0,H,Fun,6.0
25,218.0,H,Fun,5.0
11,219.0,H,Fun,6.0
17,219.0,H,Fun,5.0
3,219.0,H,Fun,7.0
25,219.0,H,Fun,5.0
37,219.0,H,Fun,8.0
11,220.0,H,Fun,6.0
3,220.0,H,Fun,10.0
25,220.0,H,Fun,10.0
37,220.0,H,Fun,9.0
17,220.0,H,Fun,8.0
3,221.0,H,Fun,8.0
11,221.0,H,Fun,7.0
37,221.0,H,Fun,8.0
17,221.0,H,Fun,7.0
25,221.0,H,Fun,7.0
17,222.0,H,Fun,7.0
37,222.0,H,Fun,8.0
25,222.0,H,Fun,2.0
3,222.0,H,Fun,3.0
11,222.0,H,Fun,8.0
25,223.0,H,Fun,8.0
3,223.0,H,Fun,7.0
37,223.0,H,Fun,8.0
11,223.0,H,Fun,7.0
17,223.0,H,Fun,7.0
11,224.0,H,Fun,5.0
17,224.0,H,Fun,7.0
25,224.0,H,Fun,8.0
37,224.0,H,Fun,6.0
3,224.0,H,Fun,7.0
11,225.0,H,Fun,5.0
25,225.0,H,Fun,8.0
37,225.0,H,Fun,7.0
17,225.0,H,Fun,2.0
3,225.0,H,Fun,7.0
3,226.0,H,Fun,8.0
37,226.0,H,Fun,8.0
11,226.0,H,Fun,7.0
17,226.0,H,Fun,6.0
25,226.0,H,Fun,7.0
3,227.0,H,Fun,8.0
17,227.0,H,Fun,4.0
11,227.0,H,Fun,8.0
25,227.0,H,Fun,4.0
37,227.0,H,Fun,6.0
37,228.0,H,Fun,7.0
25,228.0,H,Fun,7.0
17,228.0,H,Fun,6.0
3,228.0,H,Fun,7.0
11,228.0,H,Fun,4.0
3,229.0,H,Fun,9.0
37,229.0,H,Fun,4.0
11,229.0,H,Fun,4.0
25,229.0,H,Fun,7.0
17,229.0,H,Fun,4.0
17,230.0,H,Fun,5.0
11,230.0,H,Fun,5.0
37,230.0,H,Fun,6.0
25,230.0,H,Fun,8.0
3,230.0,H,Fun,7.0
17,231.0,H,Fun,4.0
25,231.0,H,Fun,8.0
3,231.0,H,Fun,8.0
11,231.0,H,Fun,6.0
37,231.0,H,Fun,6.0
11,232.0,H,Fun,6.0
37,232.0,H,Fun,10.0
25,232.0,H,Fun,5.0
3,232.0,H,Fun,8.0
17,232.0,H,Fun,7.0
11,233.0,H,Fun,9.0
25,233.0,H,Fun,7.0
3,233.0,H,Fun,7.0
37,233.0,H,Fun,8.0
17,233.0,H,Fun,8.0
18,234.0,F,Fun,4.0
4,234.0,F,Fun,7.0
8,234.0,F,Fun,5.0
12,234.0,F,Fun,8.0
8,235.0,F,Fun,4.0
18,235.0,F,Fun,7.0
12,235.0,F,Fun,8.0
4,235.0,F,Fun,6.0
4,236.0,F,Fun,9.0
8,236.0,F,Fun,5.0
18,236.0,F,Fun,7.0
12,236.0,F,Fun,8.0
12,237.0,F,Fun,6.0
4,237.0,F,Fun,6.0
18,237.0,F,Fun,5.0
8,237.0,F,Fun,2.0
8,238.0,F,Fun,9.0
