iid,s_attr,s_sinc,s_intel,s_fun,s_amb,o_attr,o_sinc,o_intel,o_fun,o_amb
507.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,7.833333333333333,7.666666666666667,6.833333333333333
508.0,7.0,8.0,9.0,8.0,8.0,5.833333333333333,5.666666666666667,6.833333333333333,5.333333333333333,6.5
509.0,5.0,6.0,8.0,4.0,9.0,5.3,6.7368421052631575,7.1,6.0,7.0
510.0,7.0,9.0,8.0,6.0,4.0,7.65,7.45,7.7,7.2,6.368421052631579
511.0,8.0,4.0,8.0,10.0,8.0,6.095238095238095,7.238095238095238,7.571428571428571,5.523809523809524,6.9
512.0,7.0,8.0,7.0,8.0,7.0,7.9411764705882355,6.882352941176471,6.411764705882353,6.529411764705882,6.5625
513.0,6.0,8.0,6.0,7.0,4.0,7.85,6.5,6.75,7.75,6.65
514.0,8.0,10.0,9.0,8.0,7.0,4.666666666666667,6.857142857142857,6.761904761904762,6.523809523809524,6.571428571428571
515.0,8.0,10.0,10.0,8.0,8.0,7.0,6.55,6.809523809523809,6.238095238095238,5.842105263157895
516.0,8.0,9.0,8.0,9.0,8.0,7.238095238095238,5.9523809523809526,6.809523809523809,6.666666666666667,6.7
517.0,8.0,9.0,9.0,7.0,7.0,5.882352941176471,6.588235294117647,6.294117647058823,6.0,5.647058823529412
518.0,6.0,9.0,8.0,8.0,7.0,7.045454545454546,7.363636363636363,6.818181818181818,7.363636363636363,6.571428571428571
519.0,8.0,10.0,9.0,9.0,10.0,5.95,7.1,7.05,5.9,6.052631578947368
520.0,8.0,9.0,8.0,7.0,5.0,4.9523809523809526,7.428571428571429,7.428571428571429,6.55,6.4
521.0,7.0,9.0,8.0,9.0,8.0,6.136363636363637,7.409090909090909,7.363636363636363,6.363636363636363,6.0476190476190474
522.0,7.0,7.0,9.0,7.0,8.0,6.409090909090909,6.863636363636363,7.545454545454546,6.454545454545454,7.318181818181818
523.0,6.0,9.0,9.0,8.0,6.0,4.090909090909091,6.954545454545454,6.636363636363637,5.7727272727272725,5.857142857142857
524.0,5.0,9.0,8.0,7.0,7.0,7.0,7.75,7.857142857142857,7.714285714285714,7.0
525.0,6.0,10.0,10.0,8.0,9.0,4.523809523809524,6.65,6.380952380952381,5.714285714285714,5.421052631578948
526.0,3.0,6.0,7.0,9.0,10.0,4.55,6.904761904761905,6.428571428571429,6.476190476190476,5.55
527.0,10.0,10.0,10.0,10.0,10.0,4.904761904761905,6.285714285714286,6.476190476190476,5.476190476190476,5.380952380952381
528.0,9.0,6.0,8.0,8.0,8.0,5.45,7.05,6.95,7.1,6.578947368421052
529.0,6.0,10.0,7.0,9.0,5.0,4.095238095238095,7.714285714285714,7.380952380952381,5.190476190476191,6.4
530.0,3.0,9.0,9.0,9.0,7.0,4.142857142857143,7.857142857142857,7.523809523809524,5.142857142857143,6.45
531.0,10.0,10.0,10.0,6.0,10.0,4.454545454545454,7.045454545454546,7.863636363636363,5.2727272727272725,6.7727272727272725
532.0,7.0,9.0,8.0,7.0,8.0,3.761904761904762,7.571428571428571,7.380952380952381,3.619047619047619,6.333333333333333
533.0,8.0,9.0,9.0,8.0,9.0,5.714285714285714,5.9523809523809526,6.285714285714286,5.190476190476191,5.761904761904762
534.0,7.0,9.0,9.0,8.0,5.0,5.454545454545454,6.2727272727272725,6.681818181818182,5.636363636363637,6.318181818181818
535.0,6.0,7.0,7.0,6.0,5.0,6.0,6.181818181818182,7.7727272727272725,6.454545454545454,6.85
536.0,7.0,8.0,8.0,8.0,8.0,6.6,6.3,6.5,6.421052631578948,6.473684210526316
537.0,7.0,9.0,9.0,9.0,7.0,6.0,5.904761904761905,6.809523809523809,6.5,6.421052631578948
538.0,7.0,8.0,8.0,9.0,8.0,5.65,6.2,6.85,7.444444444444445,6.733333333333333
539.0,8.0,8.0,10.0,9.0,10.0,5.0,5.571428571428571,6.761904761904762,6.380952380952381,6.65
540.0,5.0,7.0,5.0,6.0,7.0,4.2,6.75,6.35,5.6,5.947368421052632
541.0,8.0,9.0,9.0,9.0,8.0,4.5,6.75,7.0,4.75,6.3
542.0,8.0,9.0,8.0,8.0,9.0,5.0476190476190474,5.904761904761905,6.380952380952381,5.190476190476191,6.611111111111111
543.0,7.0,9.0,8.0,9.0,9.0,5.15,6.45,6.8,5.8,6.052631578947368
544.0,7.0,10.0,9.0,10.0,8.0,4.9,6.25,6.6,5.7,5.684210526315789
545.0,8.0,8.0,9.0,8.0,6.0,6.0,6.230769230769231,6.076923076923077,6.076923076923077,6.0
546.0,9.0,8.0,8.0,10.0,7.0,7.380952380952381,6.380952380952381,7.380952380952381,7.0476190476190474,6.5
547.0,7.0,9.0,8.0,8.0,8.0,6.318181818181818,6.181818181818182,7.045454545454546,6.045454545454546,6.2727272727272725
548.0,10.0,10.0,10.0,10.0,10.0,6.857142857142857,5.809523809523809,6.666666666666667,5.714285714285714,6.15
549.0,7.0,10.0,9.0,8.0,9.0,6.35,6.65,6.85,6.65,6.0
550.0,7.0,7.0,7.0,7.0,7.0,5.136363636363637,5.818181818181818,6.5,5.2727272727272725,6.363636363636363
551.0,7.0,8.0,8.0,3.0,5.0,6.142857142857143,6.666666666666667,6.761904761904762,5.571428571428571,6.238095238095238
552.0,8.0,7.0,7.0,6.0,7.0,7.3,5.85,6.157894736842105,5.75,6.15
